,Unnamed: 0,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
0,,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
1,,A1,A1,A1,A1,A1,A1
2,,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
3,,CO,PM10,PM25,NO2,NO,NOX
4,,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
5,2019-01-01 01:00:00Z,0.414,35.8,25.1,79.4,131.2,280.5
6,2019-01-01 02:00:00Z,0.402,23.1,14.7,75.1,111.5,246.3
7,2019-01-01 03:00:00Z,0.495,40.6,21.9,110.5,214.3,439.5
8,2019-01-01 04:00:00Z,0.67,48.5,24.5,111.4,248,493.3
9,2019-01-01 05:00:00Z,0.514,55,20.1,114.2,237.2,477.2
10,2019-01-01 06:00:00Z,0.497,42.6,19.8,103.7,163.4,354
11,2019-01-01 07:00:00Z,0.383,33.8,14.8,80.3,97.2,229.1
12,2019-01-01 08:00:00Z,0.377,38.2,23.5,80.8,96.1,228.6
13,2019-01-01 09:00:00Z,0.237,21.6,13.7,47.3,35.3,102.2
14,2019-01-01 10:00:00Z,0.27,25.8,10.2,49.7,46.5,121.2
15,2019-01-01 11:00:00Z,0.39,23.7,8.5,46.9,49.8,123.4
16,2019-01-01 12:00:00Z,0.282,26.7,12.7,41.6,41.7,106.1
17,2019-01-01 13:00:00Z,0.322,32,14,54.5,64.7,154.2
18,2019-01-01 14:00:00Z,0.358,38.3,17.2,66.9,88.5,202.9
19,2019-01-01 15:00:00Z,0.336,37.1,14,71.7,107.7,237
20,2019-01-01 16:00:00Z,0.369,46,26,73.6,108.7,240.4
21,2019-01-01 17:00:00Z,0.388,41.8,19.2,74.6,105.3,236
22,2019-01-01 18:00:00Z,0.494,52.6,20.5,91.8,180.7,369.1
23,2019-01-01 19:00:00Z,0.488,38.9,20.7,87.5,164.6,340.4
24,2019-01-01 20:00:00Z,0.486,37.2,14.2,79.4,127,274.1
25,2019-01-01 21:00:00Z,0.399,29,15.6,61.2,73.7,174.5
26,2019-01-01 22:00:00Z,0.35,28.6,15.8,49.7,48.9,124.9
27,2019-01-01 23:00:00Z,0.238,23.7,6.9,36.3,23.7,73.1
28,2019-01-02 00:00:00Z,0.184,24.1,4.6,25.8,13.1,46
29,2019-01-02 01:00:00Z,0.162,18.9,4.1,29.2,20.1,60.5
30,2019-01-02 02:00:00Z,0.161,19.7,4,27.2,19,56.2
31,2019-01-02 03:00:00Z,0.167,16.7,2,29.7,16,54.4
32,2019-01-02 04:00:00Z,0.206,21.6,1.8,30.1,25.2,68.9
33,2019-01-02 05:00:00Z,0.218,31.6,6.2,57.4,58.1,146.5
34,2019-01-02 06:00:00Z,0.284,41.8,4.7,75.1,88.7,211.4
35,2019-01-02 07:00:00Z,0.274,40.9,8.4,78.4,102.1,235.4
36,2019-01-02 08:00:00Z,0.376,39.9,8.7,79.4,103.8,238.5
37,2019-01-02 09:00:00Z,0.381,36.9,11.8,76,95.6,222.8
38,2019-01-02 10:00:00Z,0.274,41.8,8.2,59.8,73.7,172.8
39,2019-01-02 11:00:00Z,0.289,38,9.8,70.3,77.3,189.2
40,2019-01-02 12:00:00Z,0.277,42,9.9,66.9,74.2,180.5
41,2019-01-02 13:00:00Z,0.309,31.8,9.6,69.8,78.8,190.9
42,2019-01-02 14:00:00Z,0.292,37.1,14.2,73.1,83,200.2
43,2019-01-02 15:00:00Z,0.232,24,8.8,56.4,53.3,138.6
44,2019-01-02 16:00:00Z,0.272,31.6,8.6,59.3,51.6,138.7
45,2019-01-02 17:00:00Z,0.399,29.3,9.3,84.2,78.6,205
46,2019-01-02 18:00:00Z,0.427,36.4,16.3,84.6,80.6,208.8
47,2019-01-02 19:00:00Z,0.385,33.1,14.6,65.5,54.3,149.1
48,2019-01-02 20:00:00Z,0.342,34.2,14.4,63.6,53.1,145.3
49,2019-01-02 21:00:00Z,0.314,25.7,14.6,66.9,66.6,169.2
50,2019-01-02 22:00:00Z,0.279,27.2,9.6,57.4,49.6,133.2
51,2019-01-02 23:00:00Z,0.262,22.8,8.6,49.7,39,109.8
52,2019-01-03 00:00:00Z,0.229,20,13.2,43.5,30.5,90.7
53,2019-01-03 01:00:00Z,0.207,25.9,9.5,41.1,23.1,77.1
54,2019-01-03 02:00:00Z,0.184,18.8,4.7,30.6,17.3,58.1
55,2019-01-03 03:00:00Z,0.189,21.6,3.5,36.8,19.2,65.9
56,2019-01-03 04:00:00Z,0.229,25.1,7.4,53.1,42.7,118.6
57,2019-01-03 05:00:00Z,0.255,31.9,8.7,72.7,84.2,202
58,2019-01-03 06:00:00Z,0.313,42.3,10.9,94.2,140.5,309.9
59,2019-01-03 07:00:00Z,0.377,39.6,10.8,102.8,157.9,345
60,2019-01-03 08:00:00Z,0.457,42.1,11.5,106.1,177.2,377.8
61,2019-01-03 09:00:00Z,0.494,48.7,19.2,104.2,171.8,367.5
62,2019-01-03 10:00:00Z,0.387,46.3,13.1,89.9,139.5,303.6
63,2019-01-03 11:00:00Z,0.361,49.7,15,90.3,125,281.4
64,2019-01-03 12:00:00Z,0.359,43.4,14.7,89.9,113,263.3
65,2019-01-03 13:00:00Z,0.342,37.9,8.2,88.9,114.2,264.5
66,2019-01-03 14:00:00Z,0.32,29.6,7.8,90.9,106.2,253.3
67,2019-01-03 15:00:00Z,0.318,32.9,17.6,78.9,97.4,228.1
68,2019-01-03 16:00:00Z,0.365,34.8,12.9,87,92,227.8
69,2019-01-03 17:00:00Z,0.437,34.2,11.8,104.2,124.4,295.3
70,2019-01-03 18:00:00Z,0.478,36.6,14.9,90.3,111.2,260.8
71,2019-01-03 19:00:00Z,0.396,28.2,18.9,73.2,61.4,166.9
72,2019-01-03 20:00:00Z,0.369,40.7,15.3,80.3,77.4,199.5
73,2019-01-03 21:00:00Z,0.336,38.3,16.2,74.1,68.3,179
74,2019-01-03 22:00:00Z,0.318,28.3,17,64,59,154.4
75,2019-01-03 23:00:00Z,0.37,29.8,13.9,76,67.8,180.2
76,2019-01-04 00:00:00Z,0.28,26,12.5,63.6,43,129.6
77,2019-01-04 01:00:00Z,0.217,24.1,11.1,56.9,29.8,102.9
78,2019-01-04 02:00:00Z,0.198,28.3,17.8,48.3,28.5,92
79,2019-01-04 03:00:00Z,0.189,23.8,17.1,44.5,23,80.1
80,2019-01-04 04:00:00Z,0.201,25.8,19,52.6,37.9,111.1
81,2019-01-04 05:00:00Z,0.277,37.5,23.1,72.2,98.6,224
82,2019-01-04 06:00:00Z,0.313,38.6,20.4,93.2,151.6,326.1
83,2019-01-04 07:00:00Z,0.333,43.1,17.2,92.3,141.5,309.4
84,2019-01-04 08:00:00Z,0.466,43.3,29.3,100.9,164.5,353
85,2019-01-04 09:00:00Z,0.493,52.9,28.1,93.7,167.9,351.2
86,2019-01-04 10:00:00Z,0.436,55.7,29.2,89.9,154.8,327.3
87,2019-01-04 11:00:00Z,0.405,61.4,31.6,87,143.6,307.7
88,2019-01-04 12:00:00Z,0.394,54.8,20.1,84.6,120.9,270.9
89,2019-01-04 13:00:00Z,0.354,43.5,20.1,68.8,79.9,191.3
90,2019-01-04 14:00:00Z,0.322,40,15.1,74.1,96.2,221.7
91,2019-01-04 15:00:00Z,0.318,35.7,15.2,77.4,93.8,221.5
92,2019-01-04 16:00:00Z,0.334,38.4,13.3,75.5,84.4,205.1
93,2019-01-04 17:00:00Z,0.434,37,18.2,80.8,110.6,251
94,2019-01-04 18:00:00Z,0.445,34.6,18.5,75.5,91.1,215.4
95,2019-01-04 19:00:00Z,0.368,30.1,15.2,73.2,71.1,182.9
96,2019-01-04 20:00:00Z,0.364,38,16.9,77,82,202.3
97,2019-01-04 21:00:00Z,0.293,35.1,17.7,60.2,56.1,146.2
98,2019-01-04 22:00:00Z,0.278,33,19.9,47.8,46.5,120.7
99,2019-01-04 23:00:00Z,0.27,34.6,19.5,49.7,48.8,124.5
100,2019-01-05 00:00:00Z,0.218,30.5,17.1,41.6,39.1,102.3
101,2019-01-05 01:00:00Z,0.205,36.3,17.9,44.5,43.9,112.2
102,2019-01-05 02:00:00Z,0.199,26.1,16.6,40.2,40,101.5
103,2019-01-05 03:00:00Z,0.16,21.6,15.9,36.3,31.4,83.6
104,2019-01-05 04:00:00Z,0.15,21.3,10.4,32,30.2,79.2
105,2019-01-05 05:00:00Z,0.181,24.7,10.1,36.3,34,88.4
106,2019-01-05 06:00:00Z,0.174,18.2,9.7,37.8,43,103.9
107,2019-01-05 07:00:00Z,0.224,31.5,12.6,52.6,60.3,145.6
108,2019-01-05 08:00:00Z,0.199,24.2,12.8,51.6,52.5,132.6
109,2019-01-05 09:00:00Z,0.262,31.3,16.8,55.9,71.6,166.2
110,2019-01-05 10:00:00Z,0.377,47.1,26.9,88,159.5,332.7
111,2019-01-05 11:00:00Z,0.411,51.1,25.7,90.3,173.6,356.6
112,2019-01-05 12:00:00Z,0.421,47.5,24.9,81.8,157.8,324
113,2019-01-05 13:00:00Z,0.345,41,23.8,63.1,91.2,203.7
114,2019-01-05 14:00:00Z,0.362,33.4,17.8,56.9,87.6,191.3
115,2019-01-05 15:00:00Z,0.367,38.3,24.9,63.1,89.7,200.8
116,2019-01-05 16:00:00Z,0.371,39.5,21.9,69.8,98.9,221.8
117,2019-01-05 17:00:00Z,0.37,42.8,24.2,64.1,78.7,184.5
118,2019-01-05 18:00:00Z,0.323,43.1,23.6,58.8,79.9,181.6
119,2019-01-05 19:00:00Z,0.32,36.3,22.7,49.2,60.4,143
120,2019-01-05 20:00:00Z,0.317,41.1,23.6,57.4,69.7,164.1
121,2019-01-05 21:00:00Z,0.296,43.5,25.1,60.7,77.9,180.6
122,2019-01-05 22:00:00Z,0.314,41.6,22.9,58.8,74.5,173.4
123,2019-01-05 23:00:00Z,0.272,36.9,25.8,51.2,63.9,149.2
124,2019-01-06 00:00:00Z,0.268,39.5,26.2,48.3,64.7,148.4
125,2019-01-06 01:00:00Z,0.317,38.4,24.1,48.3,65.1,147.8
126,2019-01-06 02:00:00Z,0.304,39.6,22.9,43.4,48,117
127,2019-01-06 03:00:00Z,0.253,37.4,20,35.7,32.5,85.3
128,2019-01-06 04:00:00Z,0.234,27.2,14.2,33.5,33.8,85.5
129,2019-01-06 05:00:00Z,0.229,31.4,18.2,45.4,43.9,113.3
130,2019-01-06 06:00:00Z,0.286,29.2,16.5,58.3,71.4,168.6
131,2019-01-06 07:00:00Z,0.377,50.8,28.2,83.7,120.4,267.8
132,2019-01-06 08:00:00Z,0.402,50.8,31,82.7,145.5,306.4
133,2019-01-06 09:00:00Z,0.5,54.7,31,87,160,332.2
134,2019-01-06 10:00:00Z,0.616,56.8,31.9,98.5,211.4,423
135,2019-01-06 11:00:00Z,0.571,51.2,26.7,95.1,182.1,374.3
136,2019-01-06 12:00:00Z,0.571,57.7,28.4,92.8,194.7,392.1
137,2019-01-06 13:00:00Z,0.604,52.6,31.8,99.9,196.5,401.3
138,2019-01-06 14:00:00Z,0.641,52.5,29.2,105.1,205.6,420.6
139,2019-01-06 15:00:00Z,0.624,62.7,32.2,112.8,223.8,455.9
140,2019-01-06 16:00:00Z,0.75,62.9,32.5,111.4,248.1,492
141,2019-01-06 17:00:00Z,0.797,56,34.2,103.3,194.6,402
142,2019-01-06 18:00:00Z,0.8,66.2,33.5,108.1,220.3,445.5
143,2019-01-06 19:00:00Z,0.764,73.6,38.1,105.1,221.9,445.6
144,2019-01-06 20:00:00Z,0.879,68.6,37.5,114.7,273.5,534.5
145,2019-01-06 21:00:00Z,0.881,69.6,43.3,113.8,257.2,508.6
146,2019-01-06 22:00:00Z,0.728,64.8,39.1,100.9,214.7,429.7
147,2019-01-06 23:00:00Z,0.522,59,38.2,65,72.2,175.9
148,2019-01-07 00:00:00Z,0.472,48.2,24.6,48.8,43.8,116.2
149,2019-01-07 01:00:00Z,0.341,45.7,23.3,38.7,29.3,83.6
150,2019-01-07 02:00:00Z,0.297,34.9,27.5,35.9,28.3,79.5
151,2019-01-07 03:00:00Z,0.253,30.4,23.9,26.8,18.7,55.9
152,2019-01-07 04:00:00Z,0.262,36.1,16.5,39.2,42.8,104.7
153,2019-01-07 05:00:00Z,0.279,34.6,18.5,53.5,88.1,188.5
154,2019-01-07 06:00:00Z,0.418,47.2,25.6,83.2,191.8,376.9
155,2019-01-07 07:00:00Z,0.563,46.5,24.3,95.6,251.5,481.5
156,2019-01-07 08:00:00Z,0.864,56.6,28.1,108.1,293.9,558.7
157,2019-01-07 09:00:00Z,1.109,64.4,29,112.3,354.9,657.2
158,2019-01-07 10:00:00Z,0.673,71.7,29.8,106.1,306.9,577.3
159,2019-01-07 11:00:00Z,0.71,78.6,33.1,117.1,345.8,647.7
160,2019-01-07 12:00:00Z,0.795,74.1,29.6,110.9,311.9,588.8
161,2019-01-07 13:00:00Z,0.738,77.4,29,110,293.4,560
162,2019-01-07 14:00:00Z,0.679,56.5,22.7,110,274.8,531
163,2019-01-07 15:00:00Z,0.681,39.8,24.4,113.3,288.7,556.1
164,2019-01-07 16:00:00Z,0.743,48.7,28.9,111.4,276.2,535.2
165,2019-01-07 17:00:00Z,0.808,41.6,21.9,102.3,232.8,459.9
166,2019-01-07 18:00:00Z,0.876,44.4,26.3,104.2,247.3,483.7
167,2019-01-07 19:00:00Z,0.739,40.9,21.3,100.9,184.1,382.9
168,2019-01-07 20:00:00Z,0.611,39.1,19.8,93.7,174.8,361.8
169,2019-01-07 21:00:00Z,0.479,30.4,14.8,77.9,132.7,281.6
170,2019-01-07 22:00:00Z,0.403,32.8,11.8,67.4,112.4,239.9
171,2019-01-07 23:00:00Z,0.333,29.5,16.1,60.2,95.2,206.1
172,2019-01-08 00:00:00Z,0.34,26.9,15.4,51.1,74.6,166.1
173,2019-01-08 01:00:00Z,0.212,23.7,8.4,43,51.8,122.1
174,2019-01-08 02:00:00Z,0.222,25.5,10.5,45.9,44.5,114.1
175,2019-01-08 03:00:00Z,0.225,22.7,7.7,45.4,54,128.6
176,2019-01-08 04:00:00Z,0.269,20.9,7.4,56.4,76.2,173.8
177,2019-01-08 05:00:00Z,0.4,27,8.7,89.9,183,370.6
178,2019-01-08 06:00:00Z,0.354,33.4,13.7,97.5,215,428.1
179,2019-01-08 07:00:00Z,0.464,45.1,16.5,101.3,218.6,436.8
180,2019-01-08 08:00:00Z,0.456,26.5,19.9,78.9,116.3,257.9
181,2019-01-08 09:00:00Z,0.418,29.4,13.2,71.7,106.5,234.9
182,2019-01-08 10:00:00Z,0.433,44.9,16.1,88.4,161.8,336.5
183,2019-01-08 11:00:00Z,0.381,67.8,15.3,72.2,125.2,264.7
184,2019-01-08 12:00:00Z,0.378,53.2,7.3,61.7,102.2,219.9
185,2019-01-08 13:00:00Z,0.34,44.5,9.3,62.1,97.3,211.3
186,2019-01-08 14:00:00Z,0.311,38.4,11.2,63.1,101.4,218.9
187,2019-01-08 15:00:00Z,0.264,41.6,9.8,55.9,80.1,178.8
188,2019-01-08 16:00:00Z,0.313,28.6,6.1,53.5,60.4,146.5
189,2019-01-08 17:00:00Z,0.335,29.2,6.1,57.9,53.2,139.8
190,2019-01-08 18:00:00Z,0.419,32.2,7.6,63.6,59.4,154.7
191,2019-01-08 19:00:00Z,0.368,36.8,17.6,62.6,68.8,168.3
192,2019-01-08 20:00:00Z,0.457,45.9,15,82.2,114.1,257.2
193,2019-01-08 21:00:00Z,0.452,45.2,16.8,82.7,124.6,273.6
194,2019-01-08 22:00:00Z,0.404,48.2,20.3,83.2,115.4,260.5
195,2019-01-08 23:00:00Z,0.299,38.1,10.2,73.6,107.2,238.5
196,2019-01-09 00:00:00Z,0.277,30.9,10.6,53.1,62.5,149.7
197,2019-01-09 01:00:00Z,0.278,26,8.7,46.4,46.6,118.3
198,2019-01-09 02:00:00Z,0.231,28.4,7.5,32.5,23,67.3
199,2019-01-09 03:00:00Z,0.194,20,5,26.3,21,58.9
200,2019-01-09 04:00:00Z,0.203,26.7,9.4,34.4,35.6,89.5
201,2019-01-09 05:00:00Z,0.248,30.2,8.9,55.5,94.7,200.3
202,2019-01-09 06:00:00Z,0.356,51.1,13.8,92.3,176.6,363.1
203,2019-01-09 07:00:00Z,0.346,46.5,10.4,88,142.3,305.7
204,2019-01-09 08:00:00Z,0.42,39.4,6.6,73.6,97.5,223.7
205,2019-01-09 09:00:00Z,0.36,40.9,9.1,65,77.1,183.4
206,2019-01-09 10:00:00Z,0.288,40.9,7.9,52.1,69.1,158.2
207,2019-01-09 11:00:00Z,0.274,34.8,9.3,52.1,65.3,152.4
208,2019-01-09 12:00:00Z,0.306,22.7,8.6,51.1,65.5,151.9
209,2019-01-09 13:00:00Z,0.305,38.4,11.6,52.6,65.5,153.4
210,2019-01-09 14:00:00Z,0.316,40,9.9,54,64.2,152.8
211,2019-01-09 15:00:00Z,0.28,37.4,10.3,47.3,56.2,134
212,2019-01-09 16:00:00Z,0.347,16.3,6.8,62.6,53.3,144.6
213,2019-01-09 17:00:00Z,0.422,21.1,5.8,66.4,59.7,158.5
214,2019-01-09 18:00:00Z,0.488,22.4,12.3,71.2,78.1,191
215,2019-01-09 19:00:00Z,0.437,25.5,13,64.1,61.5,158.6
216,2019-01-09 20:00:00Z,0.367,27.1,9.7,57.8,47.5,130.8
217,2019-01-09 21:00:00Z,0.392,26,11.1,55.9,42.4,120.7
218,2019-01-09 22:00:00Z,0.325,25.1,8.1,51.2,42,115.6
219,2019-01-09 23:00:00Z,0.319,26.1,8.9,41.1,36.6,97.4
220,2019-01-10 00:00:00Z,0.267,23.3,7.5,33,20.5,64.2
221,2019-01-10 01:00:00Z,0.209,26.5,4.5,28.7,15,52.2
222,2019-01-10 02:00:00Z,0.212,20.8,6.8,35.4,19.7,65.9
223,2019-01-10 03:00:00Z,0.241,24.5,6.9,43.5,32.3,93.4
224,2019-01-10 04:00:00Z,0.259,26.6,6,48.8,44.9,118
225,2019-01-10 05:00:00Z,0.289,31.2,8.4,59.3,71.5,169.2
226,2019-01-10 06:00:00Z,0.383,36.2,15,86.5,149,315.8
227,2019-01-10 07:00:00Z,0.489,40,18.8,97.5,183.8,379.4
228,2019-01-10 08:00:00Z,0.739,48.1,17.8,104.2,244.2,479.3
229,2019-01-10 09:00:00Z,0.791,53,13.9,110.9,248.6,492
230,2019-01-10 10:00:00Z,0.567,62.7,19.9,92.3,176.8,363.3
231,2019-01-10 11:00:00Z,0.481,83.7,17.9,90.3,178.9,364.6
232,2019-01-10 12:00:00Z,0.47,65.8,15.2,77,118.7,259.3
233,2019-01-10 13:00:00Z,0.37,62.7,16.3,72.7,111.9,244.7
234,2019-01-10 14:00:00Z,0.359,58.3,12.5,78.4,104.5,238.3
235,2019-01-10 15:00:00Z,0.363,53,16.9,75.5,95.9,222.6
236,2019-01-10 16:00:00Z,0.382,48.6,12,82.7,97.8,232.7
237,2019-01-10 17:00:00Z,0.513,52,16.8,88.9,119.2,272.1
238,2019-01-10 18:00:00Z,0.617,57.1,15.6,101.3,145.8,324.9
239,2019-01-10 19:00:00Z,0.573,43.9,15,99.4,120.5,284.1
240,2019-01-10 20:00:00Z,0.473,48.1,18.4,87.9,99.4,240.1
241,2019-01-10 21:00:00Z,0.39,44.9,17.9,79.8,68,184.1
242,2019-01-10 22:00:00Z,0.341,28.3,9.6,72.2,52.6,153.1
243,2019-01-10 23:00:00Z,0.322,28.2,12.5,71.2,41.7,134.9
244,2019-01-11 00:00:00Z,0.277,29.4,10.1,63.6,41.4,127.6
245,2019-01-11 01:00:00Z,0.299,22.6,8.6,73.1,46.3,144.2
246,2019-01-11 02:00:00Z,0.374,32.5,14.2,85.1,66.9,187.4
247,2019-01-11 03:00:00Z,0.539,50.1,23.4,86.5,105.4,248.2
248,2019-01-11 04:00:00Z,0.425,34.9,19.2,83.2,126,276.9
249,2019-01-11 05:00:00Z,0.565,44.8,24.7,92.7,209.6,414.1
250,2019-01-11 06:00:00Z,0.621,63.3,27.7,109.5,324.9,608.6
251,2019-01-11 07:00:00Z,0.755,68.7,33,119.5,352.7,658.7
252,2019-01-11 08:00:00Z,1.023,47.7,30.8,110.4,344.3,638.6
253,2019-01-11 09:00:00Z,1.008,48.7,29.4,119,358.8,669.7
254,2019-01-11 10:00:00Z,0.707,43.3,22,116.6,364.9,676.5
255,2019-01-11 11:00:00Z,0.716,49.6,27.5,105.6,310.9,582.6
256,2019-01-11 12:00:00Z,0.692,49.2,28,91.8,245.6,468.4
257,2019-01-11 13:00:00Z,0.6,44,28,84.2,204.5,397.7
258,2019-01-11 14:00:00Z,0.608,38.1,26.9,90.4,205.6,405.9
259,2019-01-11 15:00:00Z,0.607,30.5,21.3,90.8,165.6,344.6
260,2019-01-11 16:00:00Z,0.74,37.8,23.9,91.3,181.5,369.7
261,2019-01-11 17:00:00Z,0.863,40,22.9,103.2,226.3,452.2
262,2019-01-11 18:00:00Z,1.004,57.5,35,102.3,263.4,506.5
263,2019-01-11 19:00:00Z,0.678,37.9,23.7,79.4,119.5,262.8
264,2019-01-11 20:00:00Z,0.544,38,25,73.6,90.9,213.3
265,2019-01-11 21:00:00Z,0.504,35.3,17.6,64.5,83,191.6
266,2019-01-11 22:00:00Z,0.502,36.6,21.3,62.2,71.8,172.6
267,2019-01-11 23:00:00Z,0.43,26.6,16.7,65.5,93.1,209
268,2019-01-12 00:00:00Z,0.546,38.3,21.8,88.4,153.4,323.9
269,2019-01-12 01:00:00Z,0.436,30.2,18.2,80.8,144.1,301.7
270,2019-01-12 02:00:00Z,0.485,35,23,92.8,174.3,360
271,2019-01-12 03:00:00Z,0.446,41.7,28.6,80.3,162,329.1
272,2019-01-12 04:00:00Z,0.422,45.9,26.8,87.5,174.4,355.1
273,2019-01-12 05:00:00Z,0.407,49,26.2,80.8,168.6,339.6
274,2019-01-12 06:00:00Z,0.426,49.6,30.2,79.8,180.6,356.4
275,2019-01-12 07:00:00Z,0.355,51.8,27.2,81.3,168.3,339.9
276,2019-01-12 08:00:00Z,0.449,61.7,31.1,99,226.4,446.6
277,2019-01-12 09:00:00Z,0.455,56.3,21.6,100.9,192.9,397.1
278,2019-01-12 10:00:00Z,0.542,80.2,26.4,109,229.4,460.7
279,2019-01-12 11:00:00Z,0.433,71.5,18.4,93.2,191,385.8
280,2019-01-12 12:00:00Z,0.456,57.7,22.6,83.7,173.5,350.2
281,2019-01-12 13:00:00Z,0.506,71.6,19.4,82.2,181.7,361.7
282,2019-01-12 14:00:00Z,0.541,52.4,18.3,88.5,209.3,409.6
283,2019-01-12 15:00:00Z,0.569,51.5,20.6,92.7,211.3,417.2
284,2019-01-12 16:00:00Z,0.616,47.3,15.3,99.9,239.1,466.9
285,2019-01-12 17:00:00Z,0.521,82.5,56.3,82.7,168.8,342.4
286,2019-01-12 18:00:00Z,0.523,39.4,21.1,90.4,205.8,406.8
287,2019-01-12 19:00:00Z,0.573,43.5,22.2,90.4,193.2,386.6
288,2019-01-12 20:00:00Z,0.455,34.5,14.1,80.3,150.6,311.4
289,2019-01-12 21:00:00Z,0.472,33.2,16.7,85.6,153.9,321.7
290,2019-01-12 22:00:00Z,0.421,37.8,15,86.5,157.4,327.9
291,2019-01-12 23:00:00Z,0.513,38.3,21.6,79.8,133.5,285
292,2019-01-13 00:00:00Z,0.415,35.3,11.8,74.6,122.6,262.9
293,2019-01-13 01:00:00Z,0.376,26.3,12.7,71.2,115.1,248.2
294,2019-01-13 02:00:00Z,0.383,29.8,10.8,76.5,115.9,253.5
295,2019-01-13 03:00:00Z,0.281,19,9,54.2,65,153.8
296,2019-01-13 04:00:00Z,0.275,23.7,8.5,49.2,59.5,140.9
297,2019-01-13 05:00:00Z,0.262,27.3,9.5,50.7,62.5,146.6
298,2019-01-13 06:00:00Z,0.302,35.1,16.5,57.4,74.2,171.7
299,2019-01-13 07:00:00Z,0.391,30.1,10.3,59.3,82.7,185.9
300,2019-01-13 08:00:00Z,0.276,25.2,9.5,60.2,84,189.1
301,2019-01-13 09:00:00Z,0.307,28.9,7.8,58.8,89,195.3
302,2019-01-13 10:00:00Z,0.35,23.5,8.2,57.8,93.7,201.5
303,2019-01-13 11:00:00Z,0.36,28,17.8,62.6,99.4,215.1
304,2019-01-13 12:00:00Z,0.386,32.6,11.7,65,106.6,228.4
305,2019-01-13 13:00:00Z,0.401,35.8,11.7,75.5,128.7,272.5
306,2019-01-13 14:00:00Z,0.354,44.5,10.1,75.5,128.4,272.1
307,2019-01-13 15:00:00Z,0.421,45.1,16.6,67.4,118.4,249
308,2019-01-13 16:00:00Z,0.413,47,9.7,71.7,113.9,246.6
309,2019-01-13 17:00:00Z,0.359,37.8,15.8,69.8,94.8,215.4
310,2019-01-13 18:00:00Z,0.367,40,11,67.4,102.7,224.9
311,2019-01-13 19:00:00Z,0.366,33.7,15.9,68.8,98,219.2
312,2019-01-13 20:00:00Z,0.328,29.8,14.2,68.8,100.5,223
313,2019-01-13 21:00:00Z,0.367,26.3,12.6,66.9,88.5,202.8
314,2019-01-13 22:00:00Z,0.411,30.3,15.2,73.6,106,236.4
315,2019-01-13 23:00:00Z,0.285,23.8,8.9,55.5,70.9,164
316,2019-01-14 00:00:00Z,0.279,23.9,12.6,39.2,43.1,105.3
317,2019-01-14 01:00:00Z,0.178,13.3,6.4,25.8,23.7,62.7
318,2019-01-14 02:00:00Z,0.16,11.4,2.3,15.8,11.7,34.5
319,2019-01-14 03:00:00Z,0.216,12.2,2.4,19.6,14.2,41.3
320,2019-01-14 04:00:00Z,0.204,14.9,5.5,33.5,26.4,73.8
321,2019-01-14 05:00:00Z,0.259,24.3,9.7,68.4,92.8,211
322,2019-01-14 06:00:00Z,0.345,27.5,11.1,86.1,146.2,311
323,2019-01-14 07:00:00Z,0.452,34.8,16.6,102.3,208.6,422.2
324,2019-01-14 08:00:00Z,0.638,53.9,16.8,102.3,190.2,394
325,2019-01-14 09:00:00Z,0.735,81.5,9.7,114.7,226.4,462.1
326,2019-01-14 10:00:00Z,0.451,77.6,18.4,92.3,166.8,348.3
327,2019-01-14 11:00:00Z,0.385,70.3,13.5,83.2,150.3,313.9
328,2019-01-14 12:00:00Z,0.368,55.5,9.8,72.2,130.7,273.2
329,2019-01-14 13:00:00Z,0.436,56.1,10.6,80.8,151.9,313.5
330,2019-01-14 14:00:00Z,0.4,61.5,12.8,78.4,143.2,298.3
331,2019-01-14 15:00:00Z,0.39,55.3,14.3,73.1,114.7,249.3
332,2019-01-14 16:00:00Z,0.497,60.7,11.6,88,157,329.3
333,2019-01-14 17:00:00Z,0.561,52.6,17.1,86.5,135.8,295.2
334,2019-01-14 18:00:00Z,0.541,44.9,12.2,74.1,96,221.6
335,2019-01-14 19:00:00Z,0.528,45.4,16,82.7,106.4,246
336,2019-01-14 20:00:00Z,0.591,52.2,22.1,94.7,148.8,322.9
337,2019-01-14 21:00:00Z,0.525,47.1,17.8,93.7,157.2,334.4
338,2019-01-14 22:00:00Z,0.697,69.9,28,119.5,252.1,506.6
339,2019-01-14 23:00:00Z,0.644,65.6,19.8,109.5,199.2,414.8
340,2019-01-15 00:00:00Z,0.51,54,24,99,134.3,304.2
341,2019-01-15 01:00:00Z,0.603,58.7,15.2,111.9,174,378.7
342,2019-01-15 02:00:00Z,0.383,51,17.4,103.3,152.2,337.3
343,2019-01-15 03:00:00Z,0.414,42.9,14.4,93.2,136.6,303.4
344,2019-01-15 04:00:00Z,0.385,46.7,17.6,88,169.3,347.8
345,2019-01-15 05:00:00Z,0.481,63.8,23.1,104.7,274.2,525.1
346,2019-01-15 06:00:00Z,0.499,71.7,23.3,124.3,352.4,664.9
